Keyword,Weight_A,Weight_B,Topic_ID,Label
tracking,0.0,0.0825137220555333,14,Grammatical Gender & Agreement
process,0.0,0.08579423705748392,14,Grammatical Gender & Agreement
involves,0.0,0.08731795067691327,14,Grammatical Gender & Agreement
complementary,0.0,0.08741543037991573,14,Grammatical Gender & Agreement
unclear,0.0,0.08816117249473918,14,Grammatical Gender & Agreement
l1,0.0,0.08897688838811824,14,Grammatical Gender & Agreement
receptive,0.0,0.0894079803591936,14,Grammatical Gender & Agreement
involved,0.0,0.09307004106474644,14,Grammatical Gender & Agreement
recognition,0.0,0.09629002602788146,14,Grammatical Gender & Agreement
real,0.0,0.09706529161549987,14,Grammatical Gender & Agreement
stage,0.0,0.09932073333294443,14,Grammatical Gender & Agreement
lexical,0.0,0.0994787293846794,14,Grammatical Gender & Agreement
n400,0.0,0.1017044536629974,14,Grammatical Gender & Agreement
hippocampus,0.0,0.10843074541498039,14,Grammatical Gender & Agreement
hypothesizes,0.0,0.10843074541498039,14,Grammatical Gender & Agreement
life,0.0,0.10920923074146047,14,Grammatical Gender & Agreement
anticipatory,0.0,0.11536665636619522,14,Grammatical Gender & Agreement
existing,0.0,0.12469018416407894,14,Grammatical Gender & Agreement
eye,0.0,0.12484602895194914,14,Grammatical Gender & Agreement
verbs,0.0,0.13933933389186737,14,Grammatical Gender & Agreement
encoded,0.0,0.1414062287243904,14,Grammatical Gender & Agreement
semantic,0.0,0.2006077940039487,14,Grammatical Gender & Agreement
ivr,0.0,0.23436272256782228,14,Grammatical Gender & Agreement
words,0.0,0.24048001279678027,14,Grammatical Gender & Agreement
lexicalization,0.0,0.4624004811887439,14,Grammatical Gender & Agreement
novel,0.0,0.5415323695963195,14,Grammatical Gender & Agreement
